,0.000000,1.000000,2.000000,3.000000,4.000000,5.000000,6.000000,7.000000,8.000000,9.000000
0,0.80157,-0.028964,-0.042649,0.537068,-0.708141,-0.363059,0.495822,0.047245,-0.072492,0.281541
1,0.700746,0.030874,0.04669,0.43611,-0.822116,-0.381943,0.447378,-0.058687,-0.035796,0.123081
2,0.766538,-0.183271,-0.014541,0.426151,-0.81516,-0.316885,0.398613,0.055784,-0.188574,0.214282
3,0.761019,-0.064617,-0.093038,0.410093,-0.75233,-0.362273,0.529463,0.055667,-0.10582,0.251503
4,0.869923,-0.021132,-0.051194,0.608812,-0.713346,-0.3695,0.517313,0.030755,-0.139467,0.192366
5,0.887482,-0.077282,0.129882,0.497846,-0.667365,-0.350863,0.555394,-0.034692,-0.23979,0.112319
6,0.788254,-0.096843,-0.030825,0.485627,-0.811347,-0.374101,0.418276,0.045228,-0.177086,0.102253
7,0.702152,-0.088455,0.013505,0.456819,-0.749553,-0.298185,0.538744,0.006758,-0.090598,0.268798
8,0.796778,-0.087701,-0.010598,0.520672,-0.915973,-0.412267,0.35795,0.045238,-0.196246,0.288315
9,0.78635,-0.071207,0.018988,0.486064,-0.722881,-0.439048,0.526322,0.120579,-0.217352,0.213531
10,0.729325,0.055704,0.017756,0.443913,-0.811676,-0.459586,0.471849,-0.048831,-0.206507,0.179563
11,0.672311,-0.05756,-0.109923,0.52949,-0.801146,-0.497348,0.490592,0.10404,-0.305975,0.217676
12,0.674383,-0.085221,-0.068696,0.557322,-0.895614,-0.40567,0.489259,0.020684,-0.084105,0.209792
13,0.744282,0.008022,-0.00797,0.491262,-0.836409,-0.350922,0.45424,0.073567,-0.231261,0.198313
14,0.612451,-0.09688,-0.05777,0.483955,-0.784986,-0.432556,0.580266,-0.012806,-0.130734,0.247798
15,0.639832,-0.046201,-0.066249,0.535023,-0.810121,-0.435628,0.474086,0.012695,-0.090703,0.111332
16,0.708713,-0.05095,0.021847,0.5073,-0.746113,-0.336697,0.447439,-0.068267,-0.167074,0.246239
17,0.721355,-0.063633,-0.05595,0.598701,-0.834253,-0.437715,0.422611,-0.055277,-0.073831,0.20747
18,0.58779,0.076053,-0.05894,0.55641,-0.812399,-0.45647,0.449852,0.079247,-0.179333,0.164557
19,0.605838,-0.121815,-0.103251,0.641929,-0.858946,-0.497222,0.500669,-0.013626,-0.212572,0.270257
20,0.69425,-0.049133,0.017476,0.56437,-0.801053,-0.409782,0.392981,0.003039,-0.109736,0.151087
21,0.742356,0.006557,-0.104171,0.447311,-0.851414,-0.348267,0.443766,-0.125657,-0.170402,0.294636
22,0.665013,0.028727,-0.021016,0.57715,-0.740542,-0.436625,0.510093,0.042942,-0.157683,0.204167
23,0.92616,-0.036041,-0.049623,0.476125,-0.892213,-0.35285,0.437329,0.038267,-0.156838,0.299758
24,0.678106,-0.094645,-0.076373,0.453205,-0.844658,-0.437686,0.387424,0.017533,-0.163231,0.198388
25,0.751749,-0.010441,-0.014646,0.548847,-0.820962,-0.406769,0.439563,0.061446,-0.195224,0.389681
26,0.884791,0.091561,-0.02219,0.453672,-0.845613,-0.222703,0.522791,-0.001717,-0.166602,0.273506
27,0.671109,-0.087602,-0.050655,0.479932,-0.759646,-0.351283,0.537959,0.017727,-0.212712,0.333969
28,0.821749,0.001534,-0.030415,0.479278,-0.859399,-0.389593,0.402133,0.015558,-0.174408,0.24669
29,0.751749,-0.040983,-0.049273,0.468838,-0.794649,-0.430162,0.506007,0.037952,-0.160333,0.163037
30,0.661855,-0.034205,-0.021117,0.613784,-0.811059,-0.436202,0.498724,0.041121,-0.123306,0.240079
31,0.827322,-0.071063,-0.055926,0.473312,-0.837215,-0.425867,0.527422,0.121854,-0.167503,0.299229
32,0.666604,-0.053378,-0.030197,0.616106,-0.885588,-0.434627,0.405444,0.075233,-0.198907,0.241345
33,0.770659,-0.175566,-0.052069,0.502137,-0.905938,-0.393204,0.504326,0.012347,-0.164145,0.309155
34,0.750974,-0.089088,-0.025087,0.495017,-0.876446,-0.532253,0.51983,0.036617,-0.160821,0.322355
35,0.737098,-0.043003,0.090549,0.465478,-0.917188,-0.338115,0.420738,0.018231,-0.1798,0.206125
36,0.712901,-0.040205,-0.024285,0.408174,-0.885523,-0.365524,0.488575,0.016278,-0.025239,0.235441
37,0.706682,0.007977,0.100251,0.562171,-0.836001,-0.553354,0.48747,0.103931,-0.014276,0.117872
38,0.717097,-0.092893,0.024693,0.564218,-0.760662,-0.320215,0.436646,0.077891,0.003875,0.283519
39,0.706485,-0.014241,-0.058178,0.622462,-0.753974,-0.440906,0.48282,0.081618,-0.02625,0.333598
