,0.000000,1.000000,2.000000,3.000000,4.000000,5.000000,6.000000,7.000000,8.000000,9.000000
0,-31660.813518,8497.905761,-5944.729024,-1681.648856,3164.300928,-4066.810167,1508.885481,6476.61232,1059.441358,1464.434606
1,-37258.867486,9905.039856,-9209.014946,-1337.873709,-2497.23574,341.544653,-9797.265172,3565.397221,7352.356745,1164.466931
2,-25772.148302,4704.290834,-157.408009,-1629.179344,6038.064871,-889.074151,3880.099556,3728.032067,1072.877306,4773.439041
3,-37408.709152,4129.048373,-4910.816318,-5099.814996,2944.845489,848.835572,-3450.761173,4069.89239,11115.899809,-522.055736
4,-24694.850711,1774.910477,-6598.780693,1992.916045,4234.869818,-713.276111,1111.632588,2569.545056,8505.805436,2363.787484
5,-19615.781822,1426.137996,-1979.415441,2508.786931,2340.436945,1371.201697,3619.884212,-1113.864657,2808.526297,-855.237426
6,-23371.939252,3250.913863,-1552.073771,2707.531927,3754.30881,-988.782911,3591.490768,646.542479,3620.526878,3070.570132
7,-32931.217575,13811.118687,-5053.334862,-14799.509051,7092.749107,-1724.361765,-5617.441365,4909.154989,1776.228935,-2254.412887
8,-17934.702282,2780.782708,1673.662465,3275.928984,4445.946876,1593.113567,4541.250501,1694.500969,1232.461646,942.349733
9,-25080.767759,2515.178671,-4005.970885,-706.552787,1968.644838,-531.586182,1991.168055,1474.258035,2912.880602,3985.649125
10,-45978.407078,22141.483116,-5184.671063,-9974.940465,1028.600385,-2752.226115,-8683.2545,10098.738715,-2563.778746,2505.637799
11,-25873.553327,4071.188191,589.277574,6338.628973,187.268272,1656.151198,4264.121573,-829.522903,-1403.154488,1292.756164
12,-24936.124404,4152.330293,-3996.198731,1270.934719,3523.262422,1684.847532,3960.903468,-52.433517,-673.766079,2700.323017
13,-20777.161134,1598.477553,-2350.42866,4888.58936,1407.244468,1388.117959,6537.377432,1351.05643,-1416.598166,2682.138575
14,-34833.476444,5114.849579,-9942.244259,3244.729693,3069.413375,1115.253209,-1319.108043,3773.356194,5662.257564,67.004488
15,-45577.003669,6144.06914,-16416.814416,754.14488,2273.761803,785.960231,479.807338,4914.698543,3810.590924,1465.867491
16,-22211.768402,-183.539472,-6352.142123,3969.005547,2946.382846,2499.503723,2606.566941,80.195507,2515.535182,-885.59094
17,-40534.468828,10763.041734,-6766.252966,2649.063562,419.59032,3909.185399,-1594.363007,7054.16706,-437.664411,644.209855
18,-30465.974658,7646.153224,-1883.618157,5261.042942,-1963.953397,-1697.129478,-867.943006,3055.448778,-228.555573,-874.312548
