,0.000000,1.000000,2.000000,3.000000,4.000000,5.000000,6.000000,7.000000,8.000000,9.000000
0,-21.820805,-0.17193,0.898536,1.003075,-0.238859,-0.518005,0.087299,-0.068426,0.244137,-0.120878
1,-21.836834,-0.24907,0.948298,0.989718,0.013486,-0.537198,0.373315,-0.039047,0.511282,-0.069266
2,-21.679981,-0.703784,0.791873,1.122885,-0.006534,-0.672063,0.142451,0.21473,0.438638,-0.21569
3,-21.865834,-0.670714,1.014513,1.064198,0.087275,-0.50149,0.174643,0.072322,0.357225,0.001301
4,-21.459709,-0.280481,0.405083,1.064869,-0.326794,-0.799704,0.118414,0.159077,0.062632,-0.41448
5,-21.457363,-0.46212,0.861658,1.035446,-0.320232,-0.765859,0.210811,0.410924,0.0767,-0.16901
6,-21.865408,-0.840239,0.921686,1.362858,-0.083808,-0.576844,0.246702,0.351115,0.237738,-0.227357
7,-21.718044,-0.410226,0.780115,0.641186,-0.002716,-0.238475,0.403937,0.164786,0.223527,0.135897
8,-21.715361,-1.247764,1.11005,1.093182,-0.309271,-0.58371,0.262348,0.043374,0.22971,-0.108753
9,-21.812879,-0.896097,1.025236,1.203052,-0.060599,-0.74273,0.149854,0.201711,0.525239,-0.246426
10,-21.617761,0.332181,0.945103,0.508225,-0.284259,0.350945,0.395534,0.147943,0.327208,-0.197887
11,-21.700199,-0.605863,0.806506,0.917757,-0.029406,-0.740339,0.114045,0.164037,0.331948,-0.250849
12,-21.721649,-0.106203,0.873481,0.948742,-0.183138,-0.248937,0.112345,0.037318,0.246338,-0.273966
13,-21.452081,-0.650811,0.659476,0.975804,-0.114341,-0.872976,0.067858,0.266337,0.132913,-0.282762
14,-21.721748,-0.058695,0.815233,0.81094,-0.120509,-0.573385,0.224187,0.151447,0.353629,-0.111263
15,-21.638817,-0.19572,0.891986,0.894386,-0.113785,-0.41179,0.312339,0.154527,0.286438,0.121188
16,-21.26344,0.094798,0.522031,0.854762,-0.508793,-0.612284,0.275344,0.266942,-0.13751,-0.412546
17,-21.680646,-0.138153,0.832368,0.833925,-0.098883,-0.205079,0.298582,0.201184,0.378941,-0.149002
18,-21.710789,-0.167213,1.063171,0.835256,-0.205739,-0.170398,0.236595,0.055149,0.183515,-0.137739
19,-21.749731,-0.265002,1.141615,1.042791,-0.299955,-0.464572,0.209602,0.133806,0.095945,-0.133068
20,-21.697332,-0.09729,0.774462,1.01966,-0.107522,-0.640475,0.142003,0.225493,0.267526,-0.135269
21,-21.348635,-0.848562,0.57756,0.88802,-0.317545,-0.429454,0.131566,0.188794,0.105474,-0.161631
22,-21.511953,-0.336224,0.74855,0.632515,-0.150366,-0.762263,0.252153,0.073383,0.252829,-0.130726
23,-21.581062,-0.84197,0.553589,1.039279,0.067488,-1.107538,-0.191534,0.121769,0.199832,-0.232213
24,-21.786123,-0.083803,0.864979,0.962144,-0.126747,-0.476202,0.311287,0.194498,0.225382,-0.090654
25,-21.780018,-0.653285,0.972145,0.949466,-0.182446,-0.51849,0.278101,0.139852,0.18661,0.109098
26,-21.704323,-1.195668,0.406775,1.256026,-0.050288,-0.720438,-0.197961,-0.136972,-0.016133,-0.189829
27,-21.873125,-0.237122,0.708727,1.243024,-0.17394,-0.232981,0.258095,0.037455,0.265255,-0.337364
28,-21.699257,-0.435141,0.327858,1.116779,-0.353616,-0.221174,0.04824,0.105693,0.191393,-0.134585
29,-21.782941,-0.169132,0.531081,1.291766,0.027841,-0.919271,0.147598,0.015327,0.289761,0.134209
30,-21.783982,-0.566887,0.956546,0.991167,-0.441623,-0.02281,0.222468,0.067917,0.041551,-0.136834
31,-21.417209,-0.375889,0.456347,0.975781,-0.323493,-0.805701,0.180165,0.340177,0.014378,-0.166508
32,-21.763187,-0.217502,0.778767,0.91764,-0.11557,-0.465453,0.275208,0.21505,0.250115,-0.034821
