,0.000000,1.000000,2.000000,3.000000,4.000000,5.000000,6.000000,7.000000,8.000000,9.000000
0,-9.431685,1.79218,-0.209539,0.304951,-0.068706,1.171609,0.243858,0.111204,-0.374905,0.210092
1,-10.926982,-0.328155,2.263019,0.735254,-0.619572,1.701455,1.337993,1.696631,-1.330698,0.213648
2,-7.638959,1.793909,-0.652729,-0.214788,-0.054806,0.231831,-0.371763,-0.319805,-0.762087,0.142187
3,-9.158927,1.517064,0.944111,0.785777,-0.617597,-0.194201,-0.70288,-2.026933,-1.109578,-0.231815
4,-8.772787,1.397691,0.051984,-0.271324,-0.147107,0.975049,0.335527,1.064521,-0.463248,0.333114
5,-6.732066,2.200503,-0.908605,-0.60073,0.277494,0.410195,-0.225358,-0.272871,-0.058678,0.101271
6,-5.63799,2.555349,-0.791004,-0.253895,-0.082538,-0.749799,-1.185321,-1.60394,-0.290934,-0.190686
7,-6.903706,-0.016472,2.104713,1.53568,-1.007287,0.593607,1.020086,0.186254,-0.988102,0.204508
8,-5.410109,2.13197,-1.206553,0.240304,0.395013,0.39907,-0.453021,0.244104,0.111822,0.326247
9,-6.733595,2.108702,-0.632352,-0.192339,0.132972,0.310541,-0.469429,-0.559144,-0.35215,-0.144872
10,-8.425596,0.950263,0.8314,1.190298,-0.281984,0.016636,-0.019423,0.090986,-0.55895,-0.072363
11,-5.935847,1.85561,-1.449514,0.29825,0.385611,-0.188598,-1.031265,-0.047896,0.253996,-0.190032
12,-7.103082,1.719012,-0.714926,-0.318353,-0.046812,-0.315366,-1.06321,-0.44726,-0.481218,-0.089737
13,-6.341462,1.823134,-1.181633,-0.078546,0.283047,0.078271,-1.383968,0.110842,0.01799,-0.200021
14,-9.555511,0.889106,-0.765446,0.067991,-0.615586,-0.28719,-0.624192,-1.161262,-0.885106,-0.662072
15,-9.162464,-0.021433,-1.194978,1.118688,-0.151675,-0.321652,-1.245154,-0.90314,-0.870941,-0.439352
16,-8.181113,1.677261,-0.875119,-0.490832,0.09558,0.034524,-0.071493,-1.06833,-0.425404,-0.279666
17,-9.261958,1.738485,-0.861055,0.022554,-0.140013,0.643112,-0.828474,2.195598,0.178521,0.010012
18,-6.579643,1.56202,-1.108608,0.00071,-0.076113,-0.605321,-0.698844,-1.281651,0.027174,-0.624945
19,-7.326219,2.623128,-0.956663,0.140907,0.321246,-0.231727,-1.709524,-0.446488,-0.20203,0.029391
20,-7.76952,1.961783,-0.84221,0.150006,-0.061169,0.105115,-0.771368,0.416841,0.049931,-0.518005
21,-7.96618,2.124135,-1.142787,-0.433835,0.582271,0.746708,0.129258,0.294075,0.547096,0.245002
22,-7.647421,-0.158974,0.346098,-0.196149,-0.893491,0.386665,1.211655,-1.138464,-0.501073,0.54401
23,-8.824115,1.128812,-1.475685,-0.564826,0.29108,-0.0617,-1.535202,0.437261,-0.003566,-0.188424
24,-8.876986,1.901381,-2.090317,-0.653282,0.431284,0.017422,-0.518134,-0.100045,0.288586,0.000685
25,-9.798562,2.138322,-0.916261,-0.409874,0.086581,0.426972,-1.718422,1.034952,-0.209139,-0.73942
26,-10.718568,0.504763,0.278098,-0.362639,-0.268162,-0.081724,-1.300516,-0.639671,0.095599,0.043346
27,-10.806361,2.558416,-0.952709,-0.77752,-0.058018,-0.466787,-1.349449,-1.21537,-0.878181,-0.268835
28,-11.444632,0.853556,-0.78588,-1.138079,-0.388565,0.92092,-0.462054,0.174334,-0.190723,0.024128
29,-9.557764,1.091439,-1.081689,0.194822,-0.258861,0.251287,-0.955375,-0.42495,-0.509522,-0.633359
30,-11.521861,0.80295,-0.604975,-1.151417,-0.086905,0.800075,-0.544984,-0.05417,-0.398622,-0.357322
31,-10.291297,0.620111,-1.386337,-1.137877,0.080651,0.154694,-0.067585,-0.920515,0.336939,0.41859
32,-8.52161,2.127556,-1.226889,-0.568359,0.188753,-1.444762,-0.715178,-1.280971,0.006841,-0.523884
33,-7.142797,1.356558,-2.216265,-0.172621,0.521702,-0.571467,-1.695491,-0.501629,0.182864,-0.3923
34,-7.159035,1.53042,-0.425473,1.298872,-0.315609,-0.19345,-0.087134,-0.482862,-0.848902,-0.303428
35,-9.026747,1.460737,0.388165,0.404737,-0.305889,-0.049418,1.282223,-0.573196,-0.507312,0.952885
36,-8.038875,1.178456,0.237753,0.068148,-0.5446,0.046889,0.448967,-0.727651,-0.255161,0.297625
37,-9.462973,0.392997,0.750817,1.209853,-0.887874,-0.352098,-0.390629,-0.606799,-1.531163,-0.098173
38,-7.242805,1.547854,-0.318169,-0.079149,0.083831,-0.067163,-0.276984,0.281272,-0.23678,0.299824
